,Age,Gender,Emotion,Ethnicity,Skin Colour,Eye Colour,Hair Colour,Nose Width,Nose Height,Eye Ave Width,Eye Area,Eye Spacing,Mouth Width,Lip Thickness,Face Area
141,35,Woman,happy,latino hispanic,,black,black,2.08955223880597,4.2105263157894735,1.7910447761194028,10.692804633548674,6.268656716417911,4.104477611940299,1.8421052631578947,15276
142,29,Woman,fear,white,,black,black,1.643835616438356,4.2735042735042725,1.404109589041096,6.732032276224433,5.0,2.945205479452055,2.2222222222222223,17082
143,31,Man,happy,white,,brown,black,2.0,4.201680672268908,1.851851851851852,10.973936899862824,6.37037037037037,4.37037037037037,2.016806722689076,16065
144,29,Man,happy,white,,black,black,2.0863309352517985,4.310344827586206,1.6906474820143886,8.51405206769836,6.043165467625898,3.884892086330936,1.206896551724138,16124
145,33,Woman,neutral,black,,black,black,2.238805970149254,4.351851851851852,1.9402985074626864,13.031855647137446,6.343283582089553,4.029850746268656,1.6666666666666663,14472
146,37,Man,happy,white,,black,black,1.9727891156462585,4.285714285714286,1.5986394557823131,5.981304086260356,5.782312925170068,3.945578231292517,1.4285714285714284,17493
147,27,Woman,neutral,asian,,black,black,1.888111888111888,4.4247787610619485,1.6083916083916083,6.748496258985767,5.874125874125874,3.706293706293706,1.68141592920354,16159
148,33,Woman,happy,latino hispanic,,black,brown,1.9565217391304348,4.0566037735849045,1.8478260869565213,9.373030875866412,6.231884057971015,4.130434782608695,1.9811320754716983,14628
149,25,Woman,happy,white,,black,black,2.0689655172413794,4.416666666666666,1.7931034482758617,9.892984542211652,5.93103448275862,4.137931034482759,1.75,17400
150,36,Woman,fear,latino hispanic,,black,black,2.0,4.3243243243243255,1.8888888888888888,11.893004115226336,6.296296296296298,3.9259259259259274,2.072072072072072,14985
151,35,Woman,fear,latino hispanic,,black,black,2.0300751879699246,4.434782608695652,1.8421052631578947,11.772853185595569,6.090225563909774,3.834586466165413,1.7391304347826086,15295
152,28,Woman,sad,asian,,black,black,1.9565217391304348,4.375,1.7028985507246377,9.254883427851292,6.086956521739131,3.6231884057971016,1.875,15456
153,32,Woman,neutral,asian,,black,black,1.7567567567567568,4.385964912280701,1.689189189189189,7.989408327246164,5.8108108108108105,3.783783783783784,1.6666666666666663,16872
154,30,Woman,neutral,latino hispanic,,brown,black,1.9444444444444444,4.482758620689656,1.7361111111111112,8.43942901234568,5.902777777777778,3.819444444444444,1.7241379310344829,16704
155,21,Man,happy,white,,black,brown,1.843971631205673,4.336283185840708,1.7375886524822697,8.626326643528996,6.028368794326241,4.042553191489361,1.5044247787610616,15933
156,31,Woman,happy,latino hispanic,,black,black,2.014388489208633,4.2477876106194685,1.8705035971223016,10.765488328761451,6.258992805755396,4.100719424460432,2.1238938053097343,15707
157,13,Woman,neutral,indian,,black,black,1.884057971014493,4.455445544554456,1.8115942028985508,11.814744801512289,6.159420289855072,3.695652173913043,1.782178217821782,13938
158,45,Woman,happy,latino hispanic,,grey,brown,1.7123287671232876,4.102564102564102,1.7123287671232876,8.209795458810284,5.89041095890411,4.178082191780821,1.9658119658119653,17082
159,32,Woman,neutral,asian,,brown,black,1.9178082191780816,4.778761061946904,1.7123287671232876,10.555451304184649,5.89041095890411,3.767123287671233,1.327433628318584,16498
160,34,Woman,neutral,white,,grey,black,1.875,4.2735042735042725,1.7361111111111112,9.645061728395063,5.972222222222222,3.888888888888889,1.5384615384615383,16848
161,36,Man,happy,asian,,black,black,2.0,4.260869565217392,1.5862068965517242,7.65755053507729,5.793103448275862,3.7931034482758617,2.0,16675
162,31,Man,happy,black,,black,black,2.2302158273381294,4.1228070175438605,1.83453237410072,10.5584597070545,6.187050359712231,4.60431654676259,2.3684210526315788,15846
163,29,Woman,sad,white,,black,black,1.9083969465648856,4.351851851851852,1.946564885496183,12.63038284482256,6.412213740458014,3.816793893129771,1.6666666666666663,14148
164,14,Man,neutral,asian,,brown,black,1.7985611510791366,4.653465346534653,1.7266187050359714,7.453030381450236,6.187050359712231,3.309352517985612,1.3861386138613865,14039
165,20,Woman,neutral,asian,,black,black,1.8045112781954888,4.5098039215686265,1.8045112781954888,12.210978574255185,6.390977443609022,3.533834586466165,1.6666666666666663,13566
166,24,Man,neutral,asian,,black,black,1.862068965517241,4.4247787610619485,1.6551724137931034,7.419738406658739,5.862068965517241,3.3793103448275863,1.327433628318584,16385
