,Age,Gender,Emotion,Ethnicity,Skin Colour,Eye Colour,Hair Colour,Nose Width,Nose Height,Eye Ave Width,Eye Area,Eye Spacing,Mouth Width,Lip Thickness,Face Area
2538,30,Man,fear,asian,,black,black,1.9148936170212765,4.375,1.6666666666666663,8.865248226950351,5.957446808510637,3.404255319148936,1.4285714285714284,15792
2539,28,Woman,neutral,asian,,black,black,2.125984251968504,4.722222222222221,1.8503937007874016,10.199020398040796,6.692913385826772,4.094488188976378,2.0370370370370368,13716
2540,30,Woman,surprise,latino hispanic,,black,black,1.76056338028169,4.086956521739131,1.8309859154929573,12.894267010513785,6.056338028169013,3.9436619718309855,2.0,16330
2541,24,Man,neutral,latino hispanic,,black,black,1.925925925925926,4.814814814814816,1.8888888888888888,11.193415637860085,6.296296296296298,3.4074074074074074,2.0370370370370368,14580
2542,39,Woman,happy,white,,brown,brown,2.0437956204379564,4.909090909090909,1.8978102189781016,11.082103468485268,6.2773722627737225,3.9416058394160585,1.181818181818182,15070
2543,44,Woman,happy,white,,black,brown,1.7647058823529411,3.898305084745763,1.7279411764705883,9.529087370242216,6.25,4.191176470588236,1.5254237288135597,16048
2544,27,Man,neutral,indian,,black,black,2.255639097744361,4.086956521739131,1.8796992481203008,9.893153937475269,6.390977443609022,4.060150375939848,1.9130434782608696,15295
2545,33,Woman,fear,latino hispanic,,black,black,1.6901408450704225,4.285714285714286,1.76056338028169,11.158500297560009,5.985915492957746,3.4507042253521125,1.5178571428571428,15904
2546,26,Woman,neutral,asian,,brown,black,1.925925925925926,4.414414414414415,1.8148148148148149,10.754458161865571,6.296296296296298,3.9259259259259274,1.5315315315315314,14985
2547,33,Woman,happy,indian,,black,black,2.1582733812949644,4.196428571428571,1.906474820143885,12.344081569276955,6.258992805755396,4.532374100719425,2.4107142857142856,15568
2548,44,Woman,fear,asian,,black,brown,2.18978102189781,4.322033898305085,1.7518248175182485,10.22963397090948,6.131386861313869,4.671532846715328,1.9491525423728813,16166
2549,25,Man,neutral,black,,black,black,2.196969696969697,3.603603603603603,1.7424242424242429,9.240128558310376,6.212121212121213,3.787878787878788,2.3423423423423424,14652
2550,30,Woman,happy,white,,black,blonde,1.8248175182481752,4.196428571428571,1.7883211678832116,10.442751345303424,6.204379562043796,4.306569343065694,2.142857142857143,15344
2551,26,Woman,fear,latino hispanic,,black,brown,1.7361111111111112,3.965517241379312,1.6666666666666663,8.101851851851851,5.833333333333334,4.097222222222221,2.327586206896552,16704
2552,30,Man,neutral,asian,,black,black,1.9148936170212765,4.553571428571429,1.8085106382978724,10.261053266938283,6.0992907801418434,3.687943262411349,1.1607142857142858,15792
2553,17,Woman,sad,latino hispanic,,black,brown,1.7857142857142858,4.196428571428571,1.75,7.5,6.071428571428571,4.285714285714286,2.321428571428572,15680
2554,30,Woman,fear,latino hispanic,,brown,black,1.8181818181818183,4.818181818181818,1.6666666666666663,7.575757575757576,5.833333333333334,3.333333333333333,1.8181818181818183,14520
2555,29,Man,neutral,white,,black,black,1.6428571428571428,4.188034188034188,1.7857142857142858,12.11734693877551,6.071428571428571,3.5,1.4529914529914532,16380
2556,44,Woman,happy,white,,grey,brown,1.8705035971223016,4.11214953271028,1.5827338129496402,6.831944516329383,5.899280575539567,4.316546762589929,1.6822429906542056,14873
2557,28,Woman,happy,white,,grey,brown,1.8571428571428568,4.545454545454545,1.7857142857142858,8.928571428571429,6.142857142857142,3.8571428571428568,1.9090909090909087,15400
2558,14,Woman,happy,latino hispanic,,black,black,1.6666666666666663,4.067796610169491,1.6987179487179491,10.34475673898751,5.6410256410256405,3.58974358974359,1.7796610169491525,18408
2559,21,Woman,neutral,asian,,black,black,1.8796992481203008,4.4444444444444455,1.8421052631578947,11.080332409972296,6.390977443609022,3.684210526315789,1.4814814814814814,14364
2560,34,Woman,happy,black,,black,black,2.323943661971831,3.7931034482758617,1.795774647887324,8.852410236064273,6.056338028169013,4.507042253521127,2.586206896551724,16472
2561,22,Man,happy,white,,black,black,1.875,3.965517241379312,1.7013888888888888,7.089120370370369,5.902777777777778,3.819444444444444,1.8965517241379308,16704
2562,11,Man,neutral,white,,black,black,1.6783216783216783,4.181818181818182,1.7832167832167831,9.97603794806592,6.013986013986013,3.776223776223776,1.0909090909090908,15730
2563,24,Man,neutral,asian,,black,black,2.1582733812949644,4.655172413793104,1.7266187050359714,7.453030381450236,6.115107913669064,4.244604316546763,1.7241379310344829,16124
2564,35,Man,neutral,middle eastern,,black,black,2.1481481481481484,4.322033898305085,1.777777777777778,9.876543209876544,6.148148148148147,3.555555555555556,1.1016949152542372,15930
2565,24,Man,neutral,middle eastern,,black,black,1.875,4.655172413793104,1.7708333333333337,8.608217592592592,5.972222222222222,3.75,1.5517241379310345,16704
2566,23,Woman,happy,asian,,black,black,1.9148936170212765,4.473684210526316,1.773049645390071,10.05985614405714,6.0992907801418434,4.113475177304965,2.4561403508771926,16074
2567,26,Woman,neutral,asian,,black,black,1.9148936170212765,4.392523364485983,1.7375886524822697,10.474825209999498,6.028368794326241,3.8297872340425534,1.8691588785046729,15087
2568,31,Woman,sad,white,,black,black,2.0567375886524824,4.40677966101695,1.773049645390071,10.688597153060712,6.028368794326241,3.687943262411349,1.9491525423728813,16638
2569,23,Man,fear,latino hispanic,,black,black,1.884057971014493,4.414414414414415,1.8478260869565213,10.712035286704475,6.304347826086958,3.985507246376812,1.7117117117117118,15318
2570,25,Woman,happy,asian,,black,black,2.196969696969697,4.196428571428571,1.8181818181818183,10.330578512396697,6.363636363636362,4.545454545454545,2.4107142857142856,14784
2571,32,Woman,happy,latino hispanic,,black,black,2.014388489208633,4.297520661157025,1.8705035971223016,10.765488328761451,6.187050359712231,4.172661870503597,2.231404958677686,16819
2572,39,Woman,happy,black,,black,black,2.4166666666666665,3.9622641509433967,2.083333333333333,15.625,7.083333333333334,4.75,2.641509433962264,12720
2573,35,Woman,happy,black,,black,black,2.444444444444444,3.7606837606837606,1.8148148148148149,10.08230452674897,6.296296296296298,4.666666666666667,2.7350427350427347,15795
2574,32,Woman,happy,black,,brown,black,2.2695035460992905,4.107142857142857,1.8085106382978724,10.902369096121925,6.028368794326241,4.184397163120567,2.6785714285714284,15792
2575,40,Woman,happy,black,,black,black,2.46031746031746,3.853211009174312,1.865079365079365,10.361552028218696,6.587301587301588,4.603174603174604,2.8440366972477067,13734
2576,27,Woman,neutral,indian,,black,black,2.0,4.392523364485983,1.925925925925926,12.839506172839506,6.37037037037037,3.851851851851852,1.6822429906542056,14445
2577,31,Woman,happy,asian,,black,black,2.2627737226277373,4.2201834862385335,1.8248175182481752,9.3238851297352,6.204379562043796,4.306569343065694,2.293577981651376,14933
2578,25,Woman,neutral,latino hispanic,,black,black,2.137404580152672,4.3243243243243255,1.984732824427481,12.120505798030416,6.488549618320612,4.351145038167939,2.1621621621621623,14541
2579,28,Woman,happy,latino hispanic,,black,black,1.8954248366013071,3.884297520661157,1.6993464052287583,8.885471399888932,5.686274509803921,3.986928104575163,2.6446280991735542,18513
2580,30,Woman,happy,asian,,black,black,2.0945945945945947,4.434782608695652,1.689189189189189,7.989408327246164,5.8108108108108105,3.918918918918919,1.9130434782608696,17020
2581,55,Woman,happy,white,,black,brown,1.954887218045113,4.0,1.5789473684210529,4.748713889988129,6.090225563909774,4.285714285714286,1.9090909090909087,14630
2582,29,Man,neutral,white,,black,black,1.7857142857142858,4.274193548387096,1.821428571428572,10.408163265306124,6.071428571428571,3.571428571428572,1.5322580645161292,17360
2583,23,Man,neutral,middle eastern,,black,black,1.8181818181818183,4.529914529914531,1.748251748251748,10.391706195902,5.944055944055942,3.706293706293706,1.4529914529914532,16731
2584,21,Man,neutral,asian,,black,black,2.108843537414966,4.344262295081967,1.564625850340136,6.918413623952984,5.782312925170068,3.741496598639456,1.4754098360655736,17934
2585,34,Man,angry,black,,black,black,2.357142857142857,4.107142857142857,1.821428571428572,10.408163265306124,6.142857142857142,3.928571428571429,1.9642857142857144,15680
2586,35,Man,neutral,black,,black,black,2.246376811594203,4.137931034482759,1.7753623188405798,11.578449905482042,6.0144927536231885,3.695652173913043,1.7241379310344829,16008
2587,32,Man,angry,black,,black,black,2.083333333333333,4.2105263157894735,1.7013888888888888,10.042920524691358,5.5555555555555545,3.333333333333333,1.7543859649122806,16416
2588,29,Woman,happy,latino hispanic,,black,black,1.9696969696969693,4.403669724770642,1.856060606060606,12.654958677685949,6.515151515151515,4.166666666666667,1.834862385321101,14388
2589,32,Man,neutral,white,,black,black,2.0588235294117645,4.083333333333333,1.8014705882352944,9.272275086505193,6.25,3.897058823529412,1.5,16320
2590,27,Man,neutral,middle eastern,,black,brown,2.014388489208633,4.298245614035086,1.7266187050359714,9.937373841933647,5.827338129496403,3.884892086330936,1.7543859649122806,15846
2591,29,Woman,neutral,asian,,black,black,2.164179104477612,4.537037037037037,1.7910447761194028,10.024504343951884,6.343283582089553,3.805970149253731,1.9444444444444444,14472
2592,26,Woman,angry,latino hispanic,,black,black,1.805555555555556,4.152542372881356,1.6666666666666663,9.25925925925926,5.5555555555555545,3.333333333333333,1.6949152542372878,16992
2593,51,Man,neutral,white,,brown,brown,2.0,4.491525423728813,1.6896551724137931,9.322235434007132,5.793103448275862,3.655172413793104,0.9322033898305084,17110
2594,38,Man,neutral,asian,,black,black,2.0,4.414414414414415,1.777777777777778,9.218106995884774,6.222222222222222,3.9259259259259274,1.5315315315315314,14985
2595,25,Man,happy,black,,black,black,2.3484848484848486,3.716814159292036,1.856060606060606,11.248852157943068,6.4393939393939394,4.318181818181818,2.566371681415929,14916
2596,30,Woman,happy,indian,,black,black,1.9402985074626864,4.495412844036697,1.7537313432835822,9.161283136556026,6.119402985074627,4.328358208955224,2.568807339449541,14606
2597,37,Woman,neutral,asian,,black,black,2.3703703703703702,4.035087719298246,1.7037037037037035,6.941015089163238,6.148148148148147,3.9259259259259274,2.280701754385965,15390
2598,31,Man,neutral,asian,,brown,black,2.0,4.642857142857143,1.75,10.0,6.071428571428571,3.571428571428572,1.5178571428571428,15680
2599,32,Woman,happy,white,,black,brown,1.6666666666666663,4.5,1.7333333333333334,12.133333333333333,5.8,4.0,1.4166666666666663,18000
2600,31,Man,neutral,middle eastern,,black,black,1.9083969465648856,4.049586776859504,1.7938931297709924,10.9550725482198,6.335877862595419,3.816793893129771,1.3223140495867771,15851
2601,43,Woman,neutral,white,,brown,blonde,1.8705035971223016,4.56140350877193,1.762589928057554,10.778427617618137,5.971223021582732,3.81294964028777,1.0526315789473684,15846
2602,29,Woman,happy,white,,brown,brown,1.8115942028985508,4.336283185840708,1.7391304347826086,8.821676118462507,6.086956521739131,4.202898550724638,2.035398230088496,15594
2603,18,Man,happy,asian,,black,black,2.054794520547945,4.298245614035086,1.7123287671232876,7.0369675361230986,5.89041095890411,4.2465753424657535,2.1929824561403506,16644
2604,30,Woman,neutral,asian,,black,black,2.0437956204379564,4.285714285714286,1.7518248175182485,9.590281847727637,6.131386861313869,3.868613138686132,1.7857142857142858,15344
2605,26,Man,neutral,asian,,black,black,2.0588235294117645,4.473684210526316,1.7647058823529411,7.785467128027682,6.25,3.8235294117647056,1.8421052631578947,15504
2606,26,Woman,neutral,white,,black,black,1.7829457364341086,4.403669724770642,1.976744186046512,13.791238507301244,6.589147286821705,3.6434108527131785,2.018348623853212,14061
2607,29,Woman,happy,white,,black,brown,1.9402985074626864,4.1228070175438605,1.828358208955224,8.86890175985743,6.343283582089553,4.253731343283582,2.280701754385965,15276
2608,23,Woman,angry,white,,black,black,1.836734693877551,4.473684210526316,1.6666666666666663,9.070294784580495,5.782312925170068,3.605442176870748,1.9298245614035088,16758
2609,28,Woman,neutral,asian,,black,black,1.9852941176470589,4.454545454545454,1.7279411764705883,8.893814878892734,6.25,3.602941176470588,1.7272727272727273,14960
2610,29,Woman,sad,middle eastern,,black,black,2.0,4.298245614035086,1.8888888888888888,11.893004115226336,6.296296296296298,4.222222222222221,2.1929824561403506,15390
2611,10,Woman,happy,asian,,black,black,2.014925373134328,4.795918367346938,1.828358208955224,10.915571396747604,6.4179104477611935,3.955223880597015,1.6326530612244896,13132
2612,28,Man,neutral,asian,,black,black,1.888111888111888,4.473684210526316,1.6783216783216783,9.389212186414984,5.874125874125874,3.496503496503496,1.4035087719298245,16302
2613,25,Woman,fear,white,,grey,black,1.7322834645669292,4.070796460176991,1.889763779527559,13.392026784053568,6.614173228346457,3.543307086614173,1.9469026548672568,14351
2614,37,Woman,sad,latino hispanic,,black,brown,1.5789473684210529,4.181818181818182,1.8421052631578947,12.465373961218836,6.240601503759399,3.458646616541353,2.090909090909091,14630
2615,25,Man,happy,latino hispanic,,black,black,2.0567375886524824,3.965517241379312,1.7375886524822697,10.474825209999498,5.957446808510637,3.687943262411349,1.4655172413793105,16356
2616,34,Woman,neutral,latino hispanic,,brown,black,2.1875,4.495412844036697,1.9140625,11.2152099609375,6.5625,4.140625,1.834862385321101,13952
2617,34,Man,neutral,white,,black,black,2.0588235294117645,4.35897435897436,1.8382352941176472,9.46150519031142,6.102941176470589,3.8235294117647056,1.282051282051282,15912
2618,27,Woman,sad,asian,,black,black,1.8045112781954888,4.392523364485983,1.9172932330827064,12.974164735146134,6.466165413533834,3.834586466165413,1.7757009345794392,14231
2619,22,Woman,neutral,white,,black,brown,1.702127659574468,4.414414414414415,1.7375886524822697,10.474825209999498,6.028368794326241,3.617021276595745,1.4414414414414414,15651
2620,24,Woman,fear,white,,black,black,2.071428571428572,4.690265486725664,1.7857142857142858,8.928571428571429,6.2142857142857135,4.5,2.035398230088496,15820
2621,32,Man,neutral,white,,black,black,1.7687074829931972,4.188034188034188,1.7006802721088434,9.255402841408673,5.850340136054423,3.605442176870748,1.1965811965811963,17199
2622,28,Man,neutral,asian,,black,black,2.18978102189781,4.0,1.8248175182481752,10.655868719697374,6.131386861313869,3.7226277372262775,1.652173913043478,15755
2623,33,Woman,neutral,white,,brown,brown,1.7391304347826086,4.392523364485983,1.884057971014493,12.287334593572776,6.304347826086958,3.768115942028986,1.4953271028037385,14766
2624,41,Man,happy,white,,grey,black,2.0138888888888893,3.968253968253968,1.6319444444444444,7.933063271604937,5.833333333333334,3.680555555555556,1.0317460317460316,18144
2625,23,Woman,neutral,white,,brown,brown,1.7037037037037035,4.951456310679612,1.851851851851852,12.345679012345675,6.37037037037037,3.555555555555556,1.5533980582524267,13905
2626,32,Man,neutral,white,,grey,black,1.8461538461538465,4.166666666666667,1.807692307692308,12.514792899408286,6.153846153846153,3.692307692307693,0.9166666666666666,15600
2627,29,Woman,happy,latino hispanic,,black,black,1.893939393939394,4.196428571428571,1.9318181818181817,13.903236914600551,6.4393939393939394,4.166666666666667,2.321428571428572,14784
2628,39,Man,neutral,latino hispanic,,black,black,1.851851851851852,4.3243243243243255,1.7407407407407407,10.315500685871056,6.148148148148147,3.7777777777777777,1.3513513513513509,14985
2629,29,Woman,neutral,latino hispanic,,black,black,1.9117647058823528,4.311926605504588,1.8382352941176472,11.488970588235295,6.25,3.5294117647058827,1.4678899082568808,14824
2630,29,Man,happy,black,,black,black,2.391304347826087,3.965517241379312,1.7391304347826086,8.821676118462507,6.086956521739131,4.3478260869565215,2.327586206896552,16008
2631,33,Woman,happy,latino hispanic,,black,black,1.8656716417910448,4.392523364485983,1.9402985074626864,13.031855647137446,6.343283582089553,4.17910447761194,2.05607476635514,14338
2632,27,Woman,happy,white,,black,black,1.8382352941176472,4.107142857142857,1.8382352941176472,12.164792387543256,6.25,3.970588235294117,1.875,15232
2633,29,Woman,neutral,white,,brown,brown,1.7391304347826086,4.594594594594595,1.7753623188405798,10.291955471539591,6.159420289855072,3.9130434782608696,1.4414414414414414,15318
2634,45,Man,neutral,white,,black,brown,2.18978102189781,4.224137931034483,1.7883211678832116,11.748095263466356,6.131386861313869,3.7226277372262775,0.7758620689655172,15892
2635,46,Woman,neutral,latino hispanic,,black,black,1.9696969696969693,3.8793103448275854,1.7424242424242429,8.580119375573924,6.287878787878787,3.9393939393939386,1.7241379310344829,15312
2636,21,Man,neutral,asian,,black,black,1.7647058823529411,4.311926605504588,1.7279411764705883,8.893814878892734,6.102941176470589,3.4558823529411766,1.376146788990826,14824
2637,27,Woman,neutral,asian,,black,black,1.843971631205673,4.2477876106194685,1.8085106382978724,11.54368492530557,6.0992907801418434,3.546099290780142,1.7699115044247788,15933
2638,34,Man,neutral,white,,black,black,1.9402985074626864,4.0983606557377055,1.7537313432835822,10.470037870349744,5.970149253731343,3.5820895522388057,1.0655737704918031,16348
2639,25,Woman,happy,white,,brown,black,1.884057971014493,4.086956521739131,1.884057971014493,12.287334593572776,6.304347826086958,4.565217391304348,2.260869565217391,15870
2640,31,Woman,neutral,latino hispanic,,black,black,2.121212121212121,4.528301886792453,1.893939393939394,13.630624426078972,6.363636363636362,3.8636363636363633,1.8867924528301887,13992
2641,25,Woman,neutral,asian,,black,black,1.8571428571428568,4.188034188034188,1.75,8.75,6.071428571428571,3.8571428571428568,1.8803418803418803,16380
2642,22,Woman,neutral,asian,,black,black,1.6901408450704225,4.035087719298246,1.6901408450704225,10.712160285657609,5.915492957746478,3.4507042253521125,1.5789473684210529,16188
2643,32,Man,neutral,indian,,grey,black,2.0930232558139537,4.5631067961165055,1.9379844961240311,13.520822065981614,6.511627906976745,3.720930232558141,1.5533980582524267,13287
2644,35,Woman,neutral,white,,black,brown,1.83206106870229,4.761904761904762,1.870229007633588,12.848901579162051,6.488549618320612,3.740458015267176,1.5238095238095242,13755
2645,28,Man,happy,asian,,black,black,2.0863309352517985,4.2477876106194685,1.762589928057554,7.608301847730449,6.043165467625898,4.172661870503597,1.9469026548672568,15707
2646,29,Man,happy,middle eastern,,brown,black,2.24,4.196428571428571,1.84,9.567999999999998,6.5600000000000005,4.32,2.142857142857143,14000
2647,46,Woman,sad,white,,black,blonde,1.748251748251748,4.224137931034483,1.7132867132867131,9.584820773631964,6.013986013986013,4.265734265734266,1.8965517241379308,16588
2648,35,Woman,happy,black,,black,black,2.5,4.2105263157894735,2.03125,13.48876953125,6.640625,4.84375,2.1929824561403506,14592
2649,34,Woman,sad,latino hispanic,,black,black,1.925925925925926,4.051724137931034,1.8148148148148149,10.754458161865571,6.222222222222222,3.9259259259259274,2.5,15660
2650,33,Man,neutral,asian,,brown,black,2.116788321167883,4.260869565217392,1.715328467153285,6.260322872822207,6.131386861313869,3.9416058394160585,1.565217391304348,15755
2651,21,Woman,neutral,white,,brown,blonde,1.6911764705882355,4.622641509433962,1.7647058823529411,9.731833910034602,6.25,3.4558823529411766,1.6037735849056602,14416
2652,36,Woman,neutral,white,,brown,brown,1.76056338028169,4.369747899159663,1.7253521126760565,10.935330291608803,5.845070422535211,3.661971830985917,1.7647058823529411,16898
2653,28,Man,happy,latino hispanic,,black,black,1.9565217391304348,4.107142857142857,1.6666666666666663,7.850241545893718,6.159420289855072,4.057971014492754,1.6964285714285716,15456
2654,27,Woman,neutral,asian,,black,black,1.9708029197080288,4.3243243243243255,1.6788321167883211,8.577974319356386,5.985401459854015,3.576642335766423,1.6216216216216215,15207
2655,40,Man,fear,latino hispanic,,brown,black,1.942446043165468,3.865546218487395,1.6187050359712232,6.987215982609596,5.971223021582732,3.81294964028777,1.84873949579832,16541
2656,28,Man,neutral,white,,brown,brown,1.862068965517241,4.285714285714286,1.6896551724137931,8.156956004756243,5.862068965517241,3.4482758620689657,1.25,16240
2657,24,Woman,happy,white,,black,black,1.83206106870229,4.090909090909091,1.83206106870229,10.488899248295551,6.335877862595419,3.435114503816794,2.090909090909091,14410
2658,27,Woman,neutral,asian,,black,black,1.7880794701986755,4.137931034482759,1.6887417218543046,7.828604008596113,5.695364238410597,3.774834437086093,1.5517241379310345,17516
2659,30,Woman,happy,black,,black,black,2.481203007518797,3.947368421052632,1.8796992481203008,9.893153937475269,6.390977443609022,4.511278195488722,2.631578947368421,15162
2660,33,Man,happy,black,,black,black,2.318840579710145,3.7068965517241375,1.7391304347826086,8.821676118462507,6.159420289855072,4.3478260869565215,2.327586206896552,16008
2661,39,Man,neutral,latino hispanic,,black,black,1.83206106870229,4.396551724137931,1.83206106870229,11.188159198181925,6.335877862595419,3.66412213740458,1.5517241379310345,15196
2662,35,Woman,fear,white,,black,brown,2.074074074074074,4.260869565217392,1.8148148148148149,9.410150891632371,6.222222222222222,4.148148148148148,2.260869565217391,15525
2663,37,Woman,neutral,black,,black,black,2.18978102189781,3.893805309734513,1.9708029197080288,13.666151633011884,6.350364963503648,4.087591240875913,2.1238938053097343,15481
2664,40,Woman,neutral,black,,black,black,2.419354838709677,4.144144144144144,2.096774193548387,16.909469302809573,6.854838709677418,4.435483870967742,2.2522522522522523,13764
2665,32,Woman,angry,black,,black,black,2.2222222222222223,4.017094017094017,1.805555555555556,10.657793209876544,5.902777777777778,3.888888888888889,1.9658119658119653,16848
2666,42,Woman,happy,black,,black,black,2.307692307692308,4.033613445378151,1.853146853146853,12.311115457968604,6.083916083916083,4.335664335664335,2.6050420168067228,17017
2667,40,Woman,neutral,black,,black,black,2.0437956204379564,4.385964912280701,1.8978102189781016,13.852629335606586,6.0583941605839415,3.795620437956204,2.017543859649123,15618
2668,37,Woman,happy,black,,black,black,2.3703703703703702,4.070796460176991,2.0,14.814814814814811,6.4444444444444455,4.4444444444444455,2.3893805309734515,15255
2669,33,Woman,neutral,black,,black,black,2.246376811594203,4.173913043478262,1.920289855072464,13.915143877336694,6.231884057971015,4.130434782608695,2.5217391304347823,15870
2670,32,Woman,neutral,black,,black,black,2.313432835820896,4.2201834862385335,1.9402985074626864,13.031855647137446,6.4179104477611935,3.955223880597015,2.018348623853212,14606
2671,39,Woman,neutral,black,,black,black,2.101449275362319,4.201680672268908,1.884057971014493,13.65259399285864,6.159420289855072,3.768115942028986,1.84873949579832,16422
2672,38,Man,neutral,white,,black,black,1.9565217391304348,4.0983606557377055,1.7028985507246377,9.254883427851292,6.0144927536231885,3.55072463768116,1.0655737704918031,16836
2673,27,Man,happy,asian,,black,black,2.127659574468085,4.310344827586206,1.6312056737588654,6.941300739399427,5.957446808510637,4.113475177304965,1.8103448275862069,16356
2674,28,Woman,angry,white,,brown,black,1.888111888111888,4.2735042735042725,1.7132867132867131,9.584820773631964,5.804195804195803,3.776223776223776,2.307692307692308,16731
2675,27,Man,fear,asian,,black,black,1.9708029197080288,4.017857142857143,1.6058394160583942,8.205018914166978,5.693430656934306,3.7226277372262775,2.142857142857143,15344
2676,29,Man,neutral,white,,black,black,2.0588235294117645,4.473684210526316,1.7647058823529411,9.731833910034602,6.102941176470589,3.6764705882352944,1.4035087719298245,15504
2677,31,Woman,happy,white,,black,brown,2.0,4.311926605504588,1.777777777777778,9.218106995884774,6.296296296296298,4.4444444444444455,2.201834862385321,14715
2678,23,Woman,happy,white,,brown,brown,1.8978102189781016,4.2105263157894735,1.8248175182481752,7.99190153977303,6.2773722627737225,4.452554744525548,2.1929824561403506,15618
2679,25,Woman,neutral,asian,,black,black,2.246376811594203,4.2477876106194685,1.7391304347826086,8.191556395715187,6.086956521739131,4.202898550724638,1.7699115044247788,15594
2680,30,Woman,happy,asian,,black,black,2.101449275362319,4.434782608695652,1.7753623188405798,9.005461037597145,6.159420289855072,4.130434782608695,2.1739130434782608,15870
2681,32,Man,happy,white,,grey,brown,1.98581560283688,4.2622950819672125,1.7375886524822697,9.242492832352497,6.028368794326241,4.113475177304965,1.721311475409836,17202
2682,48,Man,neutral,middle eastern,,black,black,2.2695035460992905,3.92,1.702127659574468,9.053870529651425,5.886524822695034,4.042553191489361,1.12,17625
2683,28,Man,happy,latino hispanic,,black,black,1.9565217391304348,3.931623931623931,1.7753623188405798,10.291955471539591,6.159420289855072,3.985507246376812,1.9658119658119653,16146
2684,23,Woman,neutral,latino hispanic,,black,black,1.777777777777778,4.5631067961165055,1.8148148148148149,12.098765432098766,6.222222222222222,3.7037037037037033,1.844660194174757,13905
2685,26,Man,neutral,black,,black,black,2.1804511278195493,4.181818181818182,1.8796992481203008,11.306461642828875,6.390977443609022,3.834586466165413,1.9090909090909087,14630
2686,35,Man,angry,white,,black,black,1.8045112781954888,4.051724137931034,1.6541353383458646,11.193397026400588,5.639097744360902,3.3834586466165413,1.3793103448275863,15428
2687,24,Man,happy,asian,,black,black,1.891891891891892,3.9516129032258074,1.6554054054054057,7.829620160701243,5.743243243243244,4.1891891891891895,1.935483870967742,18352
2688,27,Woman,angry,latino hispanic,,black,brown,1.953125,4.587155963302751,1.8359375,10.7574462890625,6.40625,3.28125,1.834862385321101,13952
2689,34,Man,neutral,black,,black,black,2.4637681159420293,3.9130434782608696,1.8115942028985508,10.501995379122032,6.231884057971015,3.9130434782608696,1.652173913043478,15870
2690,36,Man,neutral,black,,black,black,2.4087591240875907,3.949579831932773,1.7883211678832116,10.442751345303424,6.131386861313869,3.868613138686132,1.5966386554621848,16303
2691,35,Man,neutral,black,,black,black,2.3308270676691727,4.190476190476192,1.8421052631578947,9.69529085872576,6.315789473684211,3.9849624060150375,1.8095238095238089,13965
2692,28,Woman,fear,white,,brown,blonde,1.6058394160583942,4.144144144144144,1.8248175182481752,11.987852309659546,6.204379562043796,3.284671532846714,1.981981981981982,15207
2693,43,Woman,happy,white,,black,black,1.862068965517241,4.214876033057851,1.6551724137931034,9.131985731272296,5.93103448275862,4.0,1.8181818181818183,17545
2694,34,Man,neutral,indian,,black,black,2.0422535211267605,4.545454545454545,1.6549295774647887,8.740825233088673,5.845070422535211,3.661971830985917,1.4545454545454546,15620
2695,24,Woman,neutral,asian,,grey,black,1.7857142857142858,4.4444444444444455,1.7142857142857144,9.79591836734694,6.071428571428571,3.428571428571429,1.7592592592592593,15120
2696,35,Man,happy,white,,black,black,2.421875,3.96694214876033,1.7578125,6.1798095703125,6.40625,4.921875,1.900826446280992,15488
2697,28,Man,neutral,white,,brown,black,2.014388489208633,4.117647058823529,1.762589928057554,6.974276693752911,6.187050359712231,4.100719424460432,1.7647058823529411,16541
2698,30,Man,neutral,middle eastern,,black,black,1.9565217391304348,4.23728813559322,1.7753623188405798,9.64870825456837,6.0144927536231885,3.55072463768116,1.1864406779661016,16284
2699,31,Woman,happy,black,,black,black,2.4615384615384617,3.928571428571429,1.8461538461538465,11.360946745562131,6.384615384615384,4.769230769230768,2.7678571428571432,14560
2700,11,Man,sad,latino hispanic,,black,black,1.6551724137931034,4.326923076923077,1.7241379310344829,12.48513674197384,5.862068965517241,3.310344827586207,1.5384615384615383,15080
2701,26,Man,neutral,latino hispanic,,brown,black,1.8656716417910448,4.653465346534653,1.9402985074626864,14.479839607930494,6.343283582089553,3.3582089552238807,1.782178217821782,13534
2702,28,Woman,happy,latino hispanic,,black,black,1.8656716417910448,4.173913043478262,1.9029850746268653,12.781243038538651,6.4179104477611935,4.477611940298508,2.5217391304347823,15410
2703,19,Man,angry,latino hispanic,,black,black,1.888111888111888,4.051724137931034,1.7132867132867131,9.584820773631964,5.874125874125874,3.496503496503496,1.4655172413793105,16588
2704,27,Woman,neutral,latino hispanic,,black,brown,2.0,4.285714285714286,1.8148148148148149,9.410150891632371,6.296296296296298,4.0740740740740735,1.6071428571428572,15120
2705,53,Woman,sad,white,,grey,blonde,1.7266187050359714,4.0,1.6187050359712232,8.734019978261994,5.683453237410072,3.5971223021582728,1.565217391304348,15985
2706,44,Man,sad,white,,black,blonde,1.8791946308724832,4.25,1.6442953020134232,8.276654204765551,5.771812080536913,4.026845637583892,1.75,17880
2707,19,Man,neutral,latino hispanic,,black,black,1.9708029197080288,4.62962962962963,1.8248175182481752,10.655868719697374,6.204379562043796,3.7226277372262775,1.4814814814814814,14796
2708,25,Woman,neutral,indian,,black,black,2.028985507246377,4.571428571428571,1.8115942028985508,9.845620667926909,6.231884057971015,3.768115942028986,1.8095238095238089,14490
